,CONTINENT,REGION,WHO_REGION,ADMIN0,ADMIN0ID,ADMIN0_FIP,ADMIN0ISO2,ADMIN0ISO3,ADMIN1,ADMIN1ID,ADMIN2,ADMIN2ID,ADMIN3ID,IUs_ADM,IUs_NAME,IU_ID,Year,Endemicity,PopReq,PopTrg,PopTreat,Cov,EpiCov,MDA_scheme,Endemicity_ID,PopTot,PopPreSAC,PopSAC,PopAdult,Cum_MDA,MDA,EffMDA,MDA_n,EffMDA_n,EpiMDA,EpiEffMDA,EpiMDA_n,EpiEffMDA_n,LF_MDA_left,Oncho_Endemicity,Loa_Endemicity,STH_Endemicity,SCH_Endemicity,MDA_strategy,Drugs,Adjusted_Round1,Adjusted_Round2
1115,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Abidjan 1,1607,ABOBO OUEST,15336,0,ADM2,ABOBO OUEST,15336,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,690398,56958,167214,425561,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),T2,PZQ,MDA 3,T2
1116,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Abidjan 1,1607,ANYAMA,15337,0,ADM2,ANYAMA,15337,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,433343,35751,104956,267113,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),T2,PZQ,MDA 3,T2
1120,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Abidjan 1,1607,YOPOUGON EST,15333,0,ADM2,YOPOUGON EST,15333,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,756998,62452,183345,466614,7,0,0,5,5,0,0,5,5,0,Non-endemic,Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),T2,PZQ,MDA 3,T2
1121,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Abidjan 1,1607,YOPOUGON OUEST,15334,0,ADM2,YOPOUGON OUEST,15334,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,998629,82387,241868,615555,7,0,0,5,5,0,0,5,5,0,Non-endemic,Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),T2,PZQ,MDA 3,T2
1124,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Abidjan 2,1608,ADJAME-PLATEAU-ATTECOUBE,15329,0,ADM2,ADJAME-PLATEAU-ATTECOUBE,15329,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,698940,57663,169283,430827,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),T2,PZQ,MDA 3,T2
1126,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Abidjan 2,1608,COCODY-BINGERVILLE,15338,0,ADM2,COCODY-BINGERVILLE,15338,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,948456,78248,229716,584628,7,0,0,5,5,0,0,5,5,0,Non-endemic,Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),T2,PZQ,MDA 3,T2
1128,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Abidjan 2,1608,KOUMASSI,15417,0,ADM2,KOUMASSI,15417,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,435811,35954,105553,268634,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),T2,PZQ,MDA 3,T2
1130,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Abidjan 2,1608,MARCORY-TREICHVILLE,15340,0,ADM2,MARCORY-TREICHVILLE,15340,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,338908,27960,82084,208903,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),T2,PZQ,MDA 3,T2
1132,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Abidjan 2,1608,PORT BOUET VRIDI,15418,0,ADM2,PORT BOUET VRIDI,15418,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,654105,53964,158424,403190,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),T2,PZQ,MDA 3,T2
1134,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Agneby-Tiassa,1609,Agboville,15342,0,ADM2,Agboville,15342,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,406272,33517,98399,250426,9,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1135,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Agneby-Tiassa,1609,Sikensi,15345,0,ADM2,Sikensi,15345,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,133080,10979,32232,82031,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1136,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Agneby-Tiassa,1609,Tiassale,15346,0,ADM2,Tiassale,15346,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,376008,31021,91069,231771,10,0,0,6,6,0,0,6,5,1,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),High prevalence (50% and above),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1137,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Bafing,1610,Koro,15442,0,ADM2,Koro,15442,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,80702,6658,19546,49745,6,0,0,5,5,0,0,5,5,1,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),High prevalence (50% and above),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1138,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Bafing,1610,Ouaninou,15443,0,ADM2,Ouaninou,15443,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,69746,5754,16892,42991,6,0,0,5,5,0,0,5,5,1,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),High prevalence (50% and above),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1139,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Bafing,1610,Touba,15441,0,ADM2,Touba,15441,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,127401,10511,30857,78530,6,0,0,5,5,0,0,5,5,1,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),High prevalence (50% and above),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1140,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Bagoue,1611,Boundiali,15449,0,ADM2,Boundiali,15449,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,209870,17314,50831,129364,6,0,0,5,5,0,0,5,5,1,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1141,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Bagoue,1611,Kouto,15450,0,ADM2,Kouto,15450,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,185608,15313,44954,114409,6,0,0,5,5,0,0,5,5,1,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1142,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Bagoue,1611,Tengrela,15401,0,ADM2,Tengrela,15401,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,149851,12363,36294,92368,6,0,0,5,5,0,0,5,5,1,Non-endemic,Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1143,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Belier,1612,Didievi,15347,0,ADM2,Didievi,15347,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,98973,8165,23971,61007,10,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1144,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Belier,1612,Tiebissou,15348,0,ADM2,Tiebissou,15348,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,122959,10144,29781,75792,10,0,0,6,6,0,0,6,4,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1145,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Belier,1612,Toumodi,15349,0,ADM2,Toumodi,15349,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,217378,17934,52649,133992,10,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1146,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Bere,1613,Dianra,15459,0,ADM2,Dianra,15459,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,125946,10391,30504,77633,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1147,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Bere,1613,Kounahiri,15460,0,ADM2,Kounahiri,15460,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,106880,8818,25886,65881,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1148,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Bere,1613,Mankono,15458,0,ADM2,Mankono,15458,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,287408,23711,69610,177158,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1149,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Bounkani,1614,Bouna,15423,0,ADM2,Bouna,15423,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,188244,15530,45593,116034,8,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1150,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Bounkani,1614,Doropo,15424,0,ADM2,Doropo,15424,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,98716,8144,23909,60849,11,0,0,9,9,0,0,9,9,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1151,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Bounkani,1614,Nassian,15353,0,ADM2,Nassian,15353,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,75818,6255,18363,46734,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1152,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Bounkani,1614,Tehini,15425,0,ADM2,Tehini,15425,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,88631,7312,21466,54632,11,0,0,9,9,0,0,9,9,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1153,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Cavally,1615,Blolequin,15356,0,ADM2,Blolequin,15356,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,251515,20750,60917,155034,8,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1154,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Cavally,1615,Guiglo,15429,0,ADM2,Guiglo,15429,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,274178,22620,66406,169003,8,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1155,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Cavally,1615,Tai,15430,0,ADM2,Tai,15430,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,124084,10237,30053,76485,8,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1156,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Cavally,1615,Toulepleu,15360,0,ADM2,Toulepleu,15360,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,98863,8156,23945,60939,11,0,0,9,9,0,0,9,9,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1157,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,District Autonome De Yamoussoukro,1639,Yamoussoukro,15350,0,ADM2,Yamoussoukro,15350,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,446158,36808,108059,275012,10,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1158,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,District Autonome De Yamoussoukro,1616,Yamoussoukro,15438,0,ADM2,Yamoussoukro,5350,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,89398,7375,21652,55105,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1159,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Folon,1616,Kaniasso,15438,0,ADM2,Kaniasso,15438,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,89398,7375,21652,55105,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1160,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Folon,1616,Minignan,15437,0,ADM2,Minignan,15437,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,65154,5375,15780,40161,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1161,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Gbeke,1617,Beoumi,15361,0,ADM2,Beoumi,15361,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,206143,17007,49928,127067,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1162,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Gbeke,1617,Botro,15432,0,ADM2,Botro,15432,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,124654,10284,30191,76837,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1163,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Gbeke,1617,Bouake Nord-Est,15362,0,ADM2,BOUAKE NORD-EST,15362,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,375266,30959,90889,231314,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1164,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Gbeke,1617,Bouake Nord-Ouest,15431,0,ADM2,BOUAKE NORD-OUEST,15431,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,341135,28144,82623,210276,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1165,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Gbeke,1617,Bouake Sud,15364,0,ADM2,BOUAKE SUD,15364,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,268624,22161,65061,165580,6,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1166,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Gbeke,1617,Sakassou,15365,0,ADM2,Sakassou,15365,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,114280,9428,27679,70442,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1167,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Gbokle,1618,Fresco,15386,0,ADM2,Fresco,15386,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,113899,9397,27586,70207,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1168,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Gbokle,1618,Sassandra,15368,0,ADM2,Sassandra,15368,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,373379,30804,90432,230151,10,0,0,6,5,0,0,6,5,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1169,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Goh,1619,GAGNOA 1,15433,0,ADM2,GAGNOA 1,15433,2024,Endemic (MDA not delivered),482687,0,0,0.0,0.0,Not delivered,1,482687,39822,116907,297528,9,0,0,7,7,0,0,7,7,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1170,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Goh,1619,GAGNOA 2,15434,0,ADM2,GAGNOA 2,15434,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,283148,23360,68578,174532,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1173,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Goh,1619,Oume,15372,0,ADM2,Oume,15372,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,275667,22743,66767,169921,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1174,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Gontougo,1620,Bondoukou,15421,0,ADM2,Bondoukou,15421,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,479739,39578,116193,295711,8,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1175,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Gontougo,1620,Koun Fao,15427,0,ADM2,Koun Fao,15427,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,177460,14640,42981,109386,8,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1176,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Gontougo,1620,Sandegue,15422,0,ADM2,Sandegue,15422,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,73721,6082,17855,45442,8,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1177,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Gontougo,1620,Tanda,15426,0,ADM2,Tanda,15426,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,120002,9900,29064,73969,8,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1178,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Gontougo,1620,Transua,15428,0,ADM2,Transua,15428,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,119281,9841,28890,73525,8,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1179,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Grands Ponts,1621,Dabou,15330,0,ADM2,Dabou,15330,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,225770,18626,54681,139165,6,0,0,5,5,0,0,5,5,1,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1180,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Grands Ponts,1621,Grand-Lahou,15331,0,ADM2,Grand-Lahou,15331,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,164723,13590,39896,101535,9,0,0,5,5,0,0,5,5,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),T1,PZQ+ALB-MBD,MDA 3,T1
1181,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Grands Ponts,1621,Jacqueville,15332,0,ADM2,Jacqueville,15332,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,85191,7028,20633,52512,7,0,0,5,5,0,0,5,5,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),T1,PZQ+ALB-MBD,MDA 3,T1
1182,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Guemon,1622,Bangolo,15355,0,ADM2,Bangolo,15355,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,286068,23601,69286,176332,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),High prevalence (50% and above),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1183,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Guemon,1622,Duekoue,15357,0,ADM2,Duekoue,15357,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,444924,36706,107761,274251,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1184,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Guemon,1622,Kouibly,15359,0,ADM2,Kouibly,15359,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,252987,20871,61273,155941,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1185,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Hambol,1623,Dabakala,15373,0,ADM2,Dabakala,15373,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,268948,22188,65139,165780,10,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1186,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Hambol,1623,Katiola,15374,0,ADM2,Katiola,15374,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,171742,14169,41596,105862,10,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1187,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Hambol,1623,Niakaramandougou,15375,0,ADM2,Niakaramandougou,15375,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,206260,17016,49956,127139,10,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
