,CONTINENT,REGION,WHO_REGION,ADMIN0,ADMIN0ID,ADMIN0_FIP,ADMIN0ISO2,ADMIN0ISO3,ADMIN1,ADMIN1ID,ADMIN2,ADMIN2ID,ADMIN3ID,IUs_ADM,IUs_NAME,IU_ID,Year,Endemicity,PopReq,PopTrg,PopTreat,Cov,EpiCov,MDA_scheme,Endemicity_ID,PopTot,PopPreSAC,PopSAC,PopAdult,Cum_MDA,MDA,EffMDA,MDA_n,EffMDA_n,EpiMDA,EpiEffMDA,EpiMDA_n,EpiEffMDA_n,LF_MDA_left,Oncho_Endemicity,Loa_Endemicity,STH_Endemicity,SCH_Endemicity,MDA_strategy,Drugs,Adjusted_Round1,Adjusted_Round2
1188,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Haut-Sassandra,1624,Daloa,15435,0,ADM2,Daloa,15435,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,745628,61514,180591,459605,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1189,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Haut-Sassandra,1624,Issia,15377,0,ADM2,Issia,15377,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,434056,35810,105128,267552,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1190,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Haut-Sassandra,1624,Vavoua,15378,0,ADM2,Vavoua,15378,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,504378,41611,122160,310899,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1191,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Haut-Sassandra,1624,Zoukougbeu,15436,0,ADM2,Zoukougbeu,15436,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,154897,12779,37516,95479,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1192,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Iffou,1625,Daoukro,15393,0,ADM2,Daoukro,15393,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,216270,17842,52381,133309,10,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1193,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Iffou,1625,M'Bahiakro,15395,0,ADM2,M'Bahiakro,15395,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,82841,6834,20064,51063,6,0,0,5,5,0,0,5,5,1,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1195,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Iffou,1625,Prikro,15396,0,ADM2,Prikro,15396,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,101050,8337,24474,62287,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1196,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Indenie-Djuablin,1626,Abengourou,15379,0,ADM2,Abengourou,15379,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,455103,37546,110226,280525,10,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1197,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Indenie-Djuablin,1626,Agnibilekrou,15380,0,ADM2,Agnibilekrou,15380,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,228603,18860,55368,140911,10,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1198,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Indenie-Djuablin,1626,Bettie,15381,0,ADM2,Bettie,15381,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,73613,6073,17829,45375,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1199,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Kabadougou,1627,Madinani,15440,0,ADM2,Madinani,15440,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,88617,7311,21463,54624,8,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1200,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Kabadougou,1627,Odienne,15439,0,ADM2,Odienne,15439,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,217725,17962,52733,134206,8,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1201,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Loh-Djiboua,1629,Divo,15385,0,ADM2,Divo,15385,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,604310,49856,146364,372497,9,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1202,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Loh-Djiboua,1629,Guitry,15411,0,ADM2,Guitry,15411,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,208490,17200,50496,128513,5,0,0,4,4,0,0,4,4,1,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1203,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Loh-Djiboua,1629,Lakota,15387,0,ADM2,Lakota,15387,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,353305,29148,85570,217777,9,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1204,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Marahoue,1630,Bouafle,15388,0,ADM2,Bouafle,15388,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,494385,40787,119740,304739,10,0,0,6,6,0,0,6,6,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),T1,PZQ+ALB-MBD,MDA 1,T1
1205,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Marahoue,1630,Sinfra,15389,0,ADM2,Sinfra,15389,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,259219,21386,62783,159783,7,0,0,5,5,0,0,5,5,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),T1,PZQ+ALB-MBD,MDA 1,T1
1206,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Marahoue,1630,Zuenoula,15390,0,ADM2,Zuenoula,15390,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,283557,23393,68678,174785,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1207,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Me,1628,Adzope,15419,0,ADM2,Adzope,15419,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,299917,24743,72640,184869,12,0,0,9,9,0,0,9,8,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1208,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Me,1628,Akoupe,15343,0,ADM2,Akoupe,15343,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,165640,13665,40118,102100,13,0,0,9,9,0,0,9,7,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1209,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Me,1628,Alepe,15344,0,ADM2,Alepe,15344,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,190537,15719,46148,117447,13,0,0,9,9,0,0,9,9,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1210,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Me,1628,Yakasse-Attobrou,15420,0,ADM2,Yakasse-Attobrou,15420,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,112033,9243,27134,69057,12,0,0,9,9,0,0,9,8,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1211,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Moronou,1631,Arrah,15447,0,ADM2,Arrah,15447,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,109771,9056,26587,67663,10,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1212,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Moronou,1631,Bongouanou,15446,0,ADM2,Bongouanou,15446,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,204177,16845,49452,125855,10,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1213,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Moronou,1631,M'Batto,15448,0,ADM2,M'Batto,15448,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,150895,12449,36547,93012,10,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1215,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,N'Zi,1633,Bocanda,15444,0,ADM2,Bocanda,15444,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,128401,10593,31099,79146,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1216,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,N'Zi,1633,Dimbokro,15394,0,ADM2,Dimbokro,15394,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,108023,8912,26163,66585,10,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1217,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,N'Zi,1633,Kouassi-Kouassikro,15445,0,ADM2,Kouassi-Kouassikro,15445,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,32730,2700,7927,20175,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1221,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Nawa,1632,Buyo,15414,0,ADM2,Buyo,15414,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,186643,15398,45205,115047,10,0,0,6,6,0,0,6,5,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1222,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Nawa,1632,Gueyo,15366,0,ADM2,Gueyo,15366,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,108044,8914,26168,66598,11,0,0,9,9,0,0,9,8,1,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1223,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Nawa,1632,Meagui,15413,0,ADM2,Meagui,15413,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,316324,26097,76614,194982,10,0,0,6,6,0,0,6,5,1,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1224,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Nawa,1632,Soubre,15412,0,ADM2,Soubre,15412,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,620957,51229,150396,382758,10,0,0,6,6,0,0,6,5,1,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1225,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Poro,1634,Dikodougou,15455,0,ADM2,Dikodougou,15455,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,107942,8905,26144,66535,6,0,0,5,5,0,0,5,5,1,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1226,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Poro,1634,KORHOGO 1,15453,0,ADM2,KORHOGO 1,15453,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,674467,55644,163356,415741,6,0,0,5,5,0,0,5,5,1,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1227,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Poro,1634,KORHOGO 2,15454,0,ADM2,KORHOGO 2,15454,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,116637,9623,28249,71895,6,0,0,5,5,0,0,5,5,1,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1230,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Poro,1634,M'bengue,15463,0,ADM2,M'Bengue,15463,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,121532,10026,29435,74912,6,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1231,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Poro,1634,Sinematiali,15464,0,ADM2,Sinematiali,15464,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,79261,6539,19197,48856,6,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1232,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,San Pedro,1635,San Pedro,15367,0,ADM2,San Pedro,15367,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,835329,68915,202317,514897,10,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1233,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,San Pedro,1635,Tabou,15370,0,ADM2,Tabou,15370,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,285912,23588,69248,176236,10,0,0,6,5,0,0,6,5,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1234,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Sud-Comoe,1636,Aboisso,15402,0,ADM2,Aboisso,15402,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,382489,31555,92639,235766,10,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1235,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Sud-Comoe,1636,Adiake,15456,0,ADM2,Adiake,15456,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,93028,7675,22531,57342,10,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1236,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Sud-Comoe,1636,Grand-Bassam,15404,0,ADM2,Grand-Bassam,15404,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,282346,23294,68384,174038,10,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1237,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Sud-Comoe,1636,Tiapoum,15457,0,ADM2,Tiapoum,15457,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,71819,5925,17395,44269,10,0,0,6,6,0,0,6,6,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1238,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Tchologo,1636,Ferkessedougou,15451,0,ADM2,Ferkessedougou,15451,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,200992,16582,48680,123891,6,0,0,5,5,0,0,5,5,1,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1239,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Tchologo,1636,Kong,15452,0,ADM2,Kong,15452,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,125055,10317,30288,77084,6,0,0,5,5,0,0,5,5,1,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1240,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Tchologo,1636,Kong,15400,0,ADM2,Kong,5452,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,311453,25695,75434,191980,6,0,0,5,5,0,0,5,5,1,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1241,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Tchologo,1636,Ouangolodougou,15400,0,ADM2,Ouangolodougou,15400,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,311453,25695,75434,191980,6,0,0,5,5,0,0,5,5,1,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1242,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Tchologo,1637,Ouangolodougou,15405,0,ADM2,Ouangolodougou,5400,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,329612,27193,79832,203173,6,0,0,5,5,0,0,5,5,1,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1243,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Tonkpi,1637,Biankouma,15405,0,ADM2,Biankouma,15405,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,329612,27193,79832,203173,6,0,0,5,5,0,0,5,5,1,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1244,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Tonkpi,1637,Biankouma,15406,0,ADM2,Biankouma,5405,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,384780,31744,93194,237178,6,0,0,5,5,0,0,5,5,1,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1245,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Tonkpi,1637,Danane,15406,0,ADM2,Danane,15406,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,384780,31744,93194,237178,6,0,0,5,5,0,0,5,5,1,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1246,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Tonkpi,1637,Danane,15407,0,ADM2,Danane,5406,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,487446,40214,118059,300462,6,0,0,5,5,0,0,5,5,1,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1247,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Tonkpi,1637,Man,15407,0,ADM2,Man,15407,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,487446,40214,118059,300462,6,0,0,5,5,0,0,5,5,1,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1248,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Tonkpi,1637,Man,15408,0,ADM2,Man,5407,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,265257,21884,64245,163504,11,0,0,9,9,0,0,9,9,1,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),Moderate prevalence (10%-49%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1249,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Tonkpi,1637,Zouan-Hounien,15408,0,ADM2,Zouan-Hounien,15408,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,265257,21884,64245,163504,11,0,0,9,9,0,0,9,9,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),High prevalence (50% and above),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1250,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Tonkpi,1638,Zouan-Hounien,15461,0,ADM2,Zouan-Hounien,5408,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,138927,11461,33648,85635,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Low prevalence (less than 20%),High prevalence (50% and above),MDA 3 / T2,IVM / PZQ,MDA 3,T2
1251,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Worodougou,1638,Kani,15461,0,ADM2,Kani,15461,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,138927,11461,33648,85635,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1252,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Worodougou,1638,Kani,15462,0,ADM2,Kani,5461,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,315410,26021,76392,194419,7,0,0,5,5,0,0,5,5,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1253,Africa,Western Africa,AFRO,Cote d'Ivoire,13,IV,CI,CIV,Worodougou,1638,Seguela,15462,0,ADM2,Seguela,15462,2024,Endemic (under post-intervention surveillance),0,0,0,0.0,0.0,Not delivered,3,315410,26021,76392,194419,7,0,0,5,5,0,0,5,5,2,Endemic (MDA not delivered),Hyper-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
1254,Africa,Middle Africa,AFRO,Democratic Republic of Congo,14,CG,CD,COD,Bas-Uele,24777,Aketi,0,14216,ADM3,Aketi,14216,2024,Endemic (under MDA),181023,147600,147650,100.03,81.56,ALB+IVM,2,181023,26237,55433,92167,9,1,1,7,7,1,1,7,7,2,Endemic (MDA not delivered),Hyper-endemic,Low prevalence (less than 20%),Low prevalence (less than 10%),MDA 1 / T2,ALB+IVM / PZQ,MDA 1,T2
